SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/272003903/,Москва и Московская область,sale,flat,5,6,2,43.0,-1,0,26900000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Этажи Москва,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308675651/,Москва и Московская область,sale,flat,1,3,1,33.6,-1,0,4800000,,,,,
Эталон,developer,https://ekb.cian.ru/sale/flat/308412109/,Москва и Московская область,sale,flat,3,5,2,40.69,-1,0,5821699,,,,,Балтым-Парк
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301258691/,Москва и Московская область,sale,flat,2,21,2,57.23,-1,0,59000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/308690483/,Москва и Московская область,sale,flat,10,14,2,56.7,-1,0,22232323,Фили-Давыдково, Олеко Дундича,31к1,Филёвский парк,
РКС Девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308979074/,Москва и Московская область,sale,flat,2,7,2,56.5,-1,0,13627800,,,,,Anapolis Residence
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307822693/,Москва и Московская область,sale,flat,9,18,2,66.4,-1,0,69700000,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Ю-Питер,real_estate_agent,https://www.cian.ru/sale/flat/308901152/,Москва и Московская область,sale,flat,14,16,2,50.5,-1,0,14000000,Отрадное, Бестужевых,13,Отрадное,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/306297919/,Москва и Московская область,sale,flat,2,18,2,49.5,-1,0,7730000,Верх-Исетский,,,Площадь 1905 года,Русь XXI ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050405/,Москва и Московская область,sale,flat,7,9,2,108.3,-1,0,154000000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
ID 95814020,realtor,https://www.cian.ru/sale/flat/308490853/,Москва и Московская область,sale,flat,12,17,2,71.0,-1,0,17900000,, Никитина,11к4,Рассказовка,
Интеллект,developer,https://krym.cian.ru/sale/flat/306356337/,Москва и Московская область,sale,flat,7,20,1,24.84,-1,0,8609974,,,,,Крымская Резиденция
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679729/,Москва и Московская область,sale,flat,9,20,2,59.0,-1,0,25370000,Даниловский,,,Тульская,Форст ЖК
Влас Жерихов,realtor,https://spb.cian.ru/sale/flat/304794142/,Москва и Московская область,sale,flat,1,26,1,38.3,-1,0,5800000,Невский,проспект Советский,34к3,Рыбацкое,Невские паруса
СК10,developer,https://rostov.cian.ru/sale/flat/289997272/,Москва и Московская область,sale,flat,19,25,2,38.54,-1,0,5140000,Советский,,,,Малина парк
Карина Хасьянова,realtor,https://www.cian.ru/sale/flat/308892178/,Москва и Московская область,sale,flat,6,9,2,75.0,-1,0,64900000,Пресненский,Малый Патриарший переулок,5С1,Маяковская,
ID 116114838,homeowner,https://www.cian.ru/sale/flat/308719974/,Москва и Московская область,sale,flat,2,11,2,42.4,-1,0,12890000,,бульвар Веласкеса,7к1,Ольховая,
Перспектива,developer,https://krym.cian.ru/sale/flat/305496510/,Москва и Московская область,sale,flat,2,8,1,70.3,-1,0,16000000,Восход пгт, Наташинская,2Ж,,Монако
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/305909779/,Москва и Московская область,sale,flat,6,10,2,178.1,-1,0,150000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Никита Гаврилов,realtor,https://www.cian.ru/sale/flat/308711044/,Москва и Московская область,sale,flat,8,22,1,40.0,-1,0,13290000,Марьино, Верхние Поля,36К2,Люблино,
Эталон,developer,https://ekb.cian.ru/sale/flat/308412177/,Москва и Московская область,sale,flat,2,5,1,38.08,-1,0,5498522,,,,,Балтым-Парк
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/299890518/,Москва и Московская область,sale,flat,9,40,1,41.5,-1,0,32000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Залму Писарук,realtor,https://www.cian.ru/sale/flat/308532820/,Москва и Московская область,sale,flat,7,12,2,55.0,-1,0,13400000,Бирюлево Восточное,Лебедянская ,4,,
РКС Девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308979071/,Москва и Московская область,sale,flat,2,7,1,41.7,-1,0,10491720,,,,,Anapolis Residence
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307103955/,Москва и Московская область,sale,flat,24,24,2,58.0,-1,0,37490000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
ID 52825739,homeowner,https://www.cian.ru/sale/flat/307814530/,Москва и Московская область,sale,flat,7,15,2,46.5,-1,0,23900000,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/306297927/,Москва и Московская область,sale,flat,3,18,1,34.1,-1,0,5901000,Верх-Исетский,,,Площадь 1905 года,Русь XXI ЖК
Екатерина Сухий,realtor,https://www.cian.ru/sale/flat/308360046/,Москва и Московская область,sale,flat,4,9,2,43.1,-1,0,29500000,Аэропорт,Ленинградский проспект,54/1,Аэропорт,
Юрий Шадеко,realtor,https://spb.cian.ru/sale/flat/307347913/,Москва и Московская область,sale,flat,10,17,1,45.0,-1,0,13900000,Приморский,переулок Ипподромный,3к1,Пионерская,Приморский квартал
СК10,developer,https://rostov.cian.ru/sale/flat/304874044/,Москва и Московская область,sale,flat,15,24,2,52.95,-1,0,9160000,Кировский,Красноармейская ,250,,Космос
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/304519685/,Москва и Московская область,sale,flat,39,41,2,56.9,-1,0,39000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
ID 78359787,homeowner,https://www.cian.ru/sale/flat/306775783/,Москва и Московская область,sale,flat,2,9,2,37.4,-1,0,14490000,Нагатино-Садовники,Высокая ,20,Коломенская,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/305791387/,Москва и Московская область,sale,flat,6,23,2,52.3,-1,0,6892000,Кировский,,,Машиностроителей,Основинские кварталы ЖК
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/307575540/,Москва и Московская область,sale,flat,4,21,2,54.0,-1,0,59000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
ID 497357,realtor,https://www.cian.ru/sale/flat/307664639/,Москва и Московская область,sale,flat,2,9,1,31.8,-1,0,12190000,Кунцево,Ельнинская ,22К1,Молодёжная,
СЗ Феникс,developer,https://rostov.cian.ru/sale/flat/305377450/,Москва и Московская область,sale,flat,15,19,2,42.1,-1,0,8129999,Советский,проспект Стачки,198В,,Times
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/301763282/,Москва и Московская область,sale,flat,39,41,2,56.9,-1,0,40000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Сулейман Махаури,realtor,https://krasnogorsk.cian.ru/sale/flat/294741975/,Москва и Московская область,sale,flat,16,24,2,82.0,-1,0,9700000,,бульвар Космонавтов,1,Опалиха,Изумрудные холмы
СК10,developer,https://rostov.cian.ru/sale/flat/303045403/,Москва и Московская область,sale,flat,24,25,1,33.37,-1,0,4110000,Советский,,,,Малина парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308987029/,Москва и Московская область,sale,flat,9,12,2,53.34,-1,0,39975000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/308305353/,Москва и Московская область,sale,flat,9,9,2,44.2,-1,0,10800000,Северное Медведково,Широкая ,23К2,Медведково,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/301967067/,Москва и Московская область,sale,flat,22,28,2,48.1,-1,0,11409000,Центр, Свердлова,10,Динамо,Екатерининский парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308882629/,Москва и Московская область,sale,flat,9,12,2,79.8,-1,0,48000000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
ID 81467774,homeowner,https://www.cian.ru/sale/flat/306073042/,Москва и Московская область,sale,flat,3,17,1,38.0,-1,0,13700000,Свиблово,Вересковая ,1К1,Свиблово,
ЭНКО,representative_developer,https://tyumen.cian.ru/sale/flat/301181335/,Москва и Московская область,sale,flat,2,12,2,52.68,-1,0,6460000,д. Патрушева, Петра Ершова,12,,ЖР 
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/301550653/,Москва и Московская область,sale,flat,13,41,1,41.5,-1,0,31000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/307668200/,Москва и Московская область,sale,flat,1,8,2,48.3,-1,0,8650000,Кировский, Лени Голикова,74,Проспект Ветеранов,
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294666388/,Москва и Московская область,sale,flat,4,24,2,57.34,-1,0,6375061,мкр. РИП,Российская ,,,Гулливер
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/303387198/,Москва и Московская область,sale,flat,18,22,1,30.0,-1,0,11700000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
Никита Гаврилов,realtor,https://www.cian.ru/sale/flat/308929771/,Москва и Московская область,sale,flat,5,17,2,60.0,-1,0,18550000,Марьино,Новочеркасский бульвар,47,Марьино,
Садовое кольцо,developer,https://kazan.cian.ru/sale/flat/308626949/,Москва и Московская область,sale,flat,3,21,2,72.09,-1,0,19803495,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303027445/,Москва и Московская область,sale,flat,3,20,1,59.0,-1,0,61800000,Пресненский, Костикова,4к6,Улица 1905 года,Lucky
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304572948/,Москва и Московская область,sale,flat,3,14,1,39.0,-1,0,9300000,Ново-Переделкино, Шолохова,2,Новопеределкино,
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294669694/,Москва и Московская область,sale,flat,2,15,2,58.65,-1,0,12742886,,,,,Екатерининский парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308872981/,Москва и Московская область,sale,flat,37,37,2,48.0,-1,0,42500000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307986637/,Москва и Московская область,sale,flat,11,14,1,35.0,-1,0,13900000,Раменки,1-й Сетуньский проезд,10,Кутузовская,
Эталон,developer,https://ekb.cian.ru/sale/flat/308412334/,Москва и Московская область,sale,flat,21,25,2,33.84,-1,0,5924907,Железнодорожный,Сортировочный жилрайон,,Уральская,Раута ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302177521/,Москва и Московская область,sale,flat,3,15,2,58.54,-1,0,61000000,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
Гранд Недвижимость,real_estate_agent,https://sochi.cian.ru/sale/flat/308830155/,Москва и Московская область,sale,flat,6,10,1,31.7,-1,0,7280000,Хостинский, Мацестинская,17/1,,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/307999681/,Москва и Московская область,sale,flat,18,23,1,32.7,-1,0,4804000,Кировский,,,Машиностроителей,Основинские кварталы ЖК
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/308069817/,Москва и Московская область,sale,flat,4,21,2,54.0,-1,0,58000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
ID 118582271,homeowner,https://balashikha.cian.ru/sale/flat/308939146/,Москва и Московская область,sale,flat,10,17,2,52.2,-1,0,9890000,, Свердлова,50,Щёлковская,
СК10,developer,https://rostov.cian.ru/sale/flat/297424924/,Москва и Московская область,sale,flat,23,25,2,38.68,-1,0,5440000,Октябрьский,,,,Гринсайд ЖК
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/306883426/,Москва и Московская область,sale,flat,2,21,2,71.9,-1,0,65000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/308798471/,Москва и Московская область,sale,flat,9,9,2,50.0,-1,0,17500000,Северное Тушино, Фомичевой,3С1,Сходненская,
СК10,developer,https://rostov.cian.ru/sale/flat/306489398/,Москва и Московская область,sale,flat,2,9,2,40.15,-1,0,5230000,Железнодорожный,бульвар Платова,14,,Сезоны
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/280614853/,Москва и Московская область,sale,flat,3,15,2,58.54,-1,0,61000000,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
ID 17498307,homeowner,https://www.cian.ru/sale/flat/308837547/,Москва и Московская область,sale,flat,5,10,1,40.4,-1,0,28900000,Дорогомилово,Кутузовский проспект,30,Кутузовская,
СЗ Феникс,developer,https://rostov.cian.ru/sale/flat/293615913/,Москва и Московская область,sale,flat,4,13,1,47.1,-1,0,8379202,Советский,,,,Таймс ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301565559/,Москва и Московская область,sale,flat,5,21,2,117.0,-1,0,115000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
ID 112609323,realtor,https://www.cian.ru/sale/flat/307205775/,Москва и Московская область,sale,flat,4,6,1,59.35,-1,0,101785250,Мещанский, Кузнецкий Мост,12/3С1,Кузнецкий мост,Kuznetsky Most 12 by Lalique
СК10,developer,https://rostov.cian.ru/sale/flat/301539762/,Москва и Московская область,sale,flat,17,25,2,40.82,-1,0,6370000,Кировский,,,,Культура ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308907051/,Москва и Московская область,sale,flat,9,32,2,62.7,-1,0,49800000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
ТСН Владис,real_estate_agent,https://balashikha.cian.ru/sale/flat/306785132/,Москва и Московская область,sale,flat,3,20,1,47.3,-1,0,6499999,, Чистопольская,28,Щёлковская,Эдельвейс-Комфорт
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/302623378/,Москва и Московская область,sale,flat,2,29,1,34.6,-1,0,8557000,Центр, Свердлова,12,Динамо,Екатерининский парк
Наталья Чичкан,realtor,https://www.cian.ru/sale/flat/305034512/,Москва и Московская область,sale,flat,7,17,2,60.3,-1,0,13100000,Некрасовка,Рождественская ,18,Некрасовка,
Иван Музалевский,realtor,https://balashikha.cian.ru/sale/flat/301875482/,Москва и Московская область,sale,flat,7,16,1,42.3,-1,0,7250000,, Юбилейная,4к5,Железнодорожная,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298221060/,Москва и Московская область,sale,flat,18,24,2,58.8,-1,0,15886000,Центр, Большакова,66,Геологическая,RedRock
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/308901319/,Москва и Московская область,sale,flat,59,85,2,90.3,-1,0,75000000,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,
РИСАН,developer,https://penza.cian.ru/sale/flat/291733470/,Москва и Московская область,sale,flat,2,16,2,56.9,-1,0,5462400,Октябрьский,,,,Лэйк Таун ЖК
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298038341/,Москва и Московская область,sale,flat,3,16,2,78.1,-1,0,30792000,Центр, Февральской Революции,21,Динамо,19/05
Smolenka Estate,real_estate_agent,https://www.cian.ru/sale/flat/306454598/,Москва и Московская область,sale,flat,8,9,2,60.7,-1,0,74100000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
ID 18111054,unknown,https://kotelniki.cian.ru/sale/flat/300511360/,Москва и Московская область,sale,flat,21,33,2,52.4,-1,0,11550000,, Сосновая,5к1,Котельники,
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294667073/,Москва и Московская область,sale,flat,2,24,1,40.58,-1,0,5264038,мкр. РИП,Российская ,,,Гулливер
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308888399/,Москва и Московская область,sale,flat,5,21,2,64.76,-1,0,68500000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Елена Крысюк,realtor,https://mytishchi.cian.ru/sale/flat/305031758/,Москва и Московская область,sale,flat,2,10,2,39.8,-1,0,7500000,,Шараповская ,1,Медведково,
ИНСИТИ девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308798014/,Москва и Московская область,sale,flat,13,24,2,53.3,-1,0,7757195,,,,,Микрорайон Любимово
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308896864/,Москва и Московская область,sale,flat,10,32,2,64.4,-1,0,51000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307430903/,Москва и Московская область,sale,flat,4,15,1,53.36,-1,0,13950000,, Татьянин Парк,16к1,Говорово,
НВМ,developer,https://krasnodar.cian.ru/sale/flat/307997253/,Москва и Московская область,sale,flat,2,18,2,51.71,-1,0,7756500,,,,,Народные Кварталы
ID 148596,homeowner,https://www.cian.ru/sale/flat/268629674/,Москва и Московская область,sale,flat,10,10,1,38.5,-1,0,11280000,Выхино-Жулебино,Жулебинский бульвар,6/11,Лермонтовский проспект,
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/307311593/,Москва и Московская область,sale,flat,16,17,2,54.7,-1,0,12700000,, Летчика Грицевца,8,Пыхтино,Солнцево парк
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/303975998/,Москва и Московская область,sale,flat,13,19,2,51.8,-1,0,7594000,Орджоникидзевский,,,Машиностроителей,Основинские кварталы ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307113534/,Москва и Московская область,sale,flat,16,19,2,45.8,-1,0,32000000,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь
Альберт Аванесян,realtor,https://www.cian.ru/sale/flat/307156518/,Москва и Московская область,sale,flat,5,13,2,59.8,-1,0,16350000,Марьино,Новомарьинская ,4,Марьино,
Садовое кольцо,developer,https://kazan.cian.ru/sale/flat/308626955/,Москва и Московская область,sale,flat,10,24,1,45.8,-1,0,15809922,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК
Romanov Estate,real_estate_agent,https://www.cian.ru/sale/flat/299515958/,Москва и Московская область,sale,flat,6,6,2,65.8,-1,0,46999999,Даниловский,,,Павелецкая,Опус ЖК
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/307655528/,Москва и Московская область,sale,flat,3,14,1,43.5,-1,0,12000000,Марьино, Перерва,26К2,Марьино,
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294670406/,Москва и Московская область,sale,flat,2,17,1,35.6,-1,0,8116800,,,,,Екатерининский парк
Недвижимость у моря,real_estate_agent,https://sochi.cian.ru/sale/flat/308900987/,Москва и Московская область,sale,flat,7,8,2,70.0,-1,0,27000000,Адлерский, Просвещения,118/1,,
Доступный дом,real_estate_agent,https://www.cian.ru/sale/flat/293926786/,Москва и Московская область,sale,flat,3,17,1,35.4,-1,0,14990000,, Эдварда Грига,15,Потапово,
СК10,developer,https://rostov.cian.ru/sale/flat/289504809/,Москва и Московская область,sale,flat,24,25,1,30.41,-1,0,4390000,Октябрьский,,,,Гринсайд ЖК
Владислав Карпов,realtor,https://www.cian.ru/sale/flat/308833064/,Москва и Московская область,sale,flat,15,28,2,64.5,-1,0,49000000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Антон Белов,realtor,https://www.cian.ru/sale/flat/297215041/,Москва и Московская область,sale,flat,13,14,1,39.0,-1,0,17600000,Таганский,переулок Ковров,1,Москва-Товарная,
СК10,developer,https://rostov.cian.ru/sale/flat/306489613/,Москва и Московская область,sale,flat,6,9,1,40.6,-1,0,5310000,Железнодорожный,,,,Сезоны ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307848098/,Москва и Московская область,sale,flat,21,24,2,52.4,-1,0,37200000,Арбат, Новый Арбат,16,Арбатская,
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/308549670/,Москва и Московская область,sale,flat,13,33,2,40.0,-1,0,17900000,Метрогородок,Открытое шоссе,18Ак4,Бульвар Рокоссовского,Лосиноостровский парк
СК10,developer,https://rostov.cian.ru/sale/flat/305717857/,Москва и Московская область,sale,flat,21,25,1,37.39,-1,0,5565839,Кировский,,,,Культура ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305646078/,Москва и Московская область,sale,flat,24,24,2,57.4,-1,0,37480000,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,Сердце Столицы
Андрей Вдовин,realtor,https://www.cian.ru/sale/flat/278701200/,Москва и Московская область,sale,flat,2,15,1,31.9,-1,0,11758286,Хорошевский,Ходынский бульвар,2,ЦСКА,Лайнер
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/299462077/,Москва и Московская область,sale,flat,24,25,2,56.9,-1,0,10239300,Чкаловский, 8 Марта,204Д,Чкаловская,Ботаника LIFE
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/308064930/,Москва и Московская область,sale,flat,5,24,2,75.0,-1,0,48000000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
Гранит Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/304880706/,Москва и Московская область,sale,flat,4,14,2,57.7,-1,0,15290500,Василеостровский,набережная Реки Смоленки,35к1,Приморская,Айно
Эталон,developer,https://ekb.cian.ru/sale/flat/308414252/,Москва и Московская область,sale,flat,11,16,2,47.1,-1,0,6579206,Чкаловский,,,Ботаническая,Жилой район Солнечный
Михаил Догов,realtor,https://spb.cian.ru/sale/flat/304774889/,Москва и Московская область,sale,flat,2,29,2,51.5,-1,0,7200000,,Новая ,7к3,Девяткино,ЦДС Новое Мурино
Главстрой,developer,https://www.cian.ru/sale/flat/306076580/,Москва и Московская область,sale,flat,4,22,2,67.1,-1,0,28625560,Филевский парк,Береговой проезд,2,Фили,Береговой-2
СтройИнжиниринг,developer,https://sochi.cian.ru/sale/flat/296506130/,Москва и Московская область,sale,flat,2,10,2,69.56,-1,0,22259200,Центральный,,,,Отражение
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306226871/,Москва и Московская область,sale,flat,3,14,2,106.9,-1,0,160350000,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308009678/,Москва и Московская область,sale,flat,12,17,2,57.8,-1,0,27927000,Раменки,Мичуринский проспект,21К1,Раменки,
DOGMA,developer,https://krasnodar.cian.ru/sale/flat/305422283/,Москва и Московская область,sale,flat,3,18,2,56.2,-1,0,6406800,,,,,Парк Победы - 2
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/307496200/,Москва и Московская область,sale,flat,1,10,1,31.0,-1,0,14500000,Раменки,Мичуринский проспект,10К1,Ломоносовский проспект,
VESPER,developer,https://www.cian.ru/sale/flat/286258299/,Москва и Московская область,sale,flat,5,9,2,104.2,-1,0,150958800,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298036735/,Москва и Московская область,sale,flat,4,24,1,40.4,-1,0,10036000,Центр, Большакова,66,Геологическая,RedRock
